nazwa_cwiczenia,nazwa_angielska,zrodlo,kategoria,poziom_trudnosci,pozycja_wyjsciowa,potrzebny_sprzet,liczba_powtorzen,czas_trwania_sekund,strony_ciala,ruch_glowny,wspomagane_krzeslem,mozna_w_lozku,mozna_siedzac,wymaga_stania,wymaga_podlogi,zalecane_schorzenia,przeciwwskazania,cel_terapeutyczny,wplyw_na_rownowage,wplyw_na_sile,wplyw_na_elastycznosc,wplyw_na_kardio,wplyw_na_postawe,intensywnosc,uwagi_bezpieczenstwa,opis_wykonania
Przetaczanie kolan (knee rolls),Knee Rolling,Low back pain – Royal Berkshire Hospital; Oxford University Hospitals LBP leaflet,mobilność,łatwy,leżąca na plecach z ugiętymi kolanami,mata lub łóżko,10-20,,lędźwie; biodra,delikatne opuszczanie kolan na boki z powrotem do środka,nie,tak,nie,nie,opcjonalnie,ból dolnego odcinka kręgosłupa bez objawów alarmowych,ostry ból z promieniowaniem do nóg; objawy neurologiczne; brak zgody lekarza,łagodne rozruszanie odcinka lędźwiowego i miednicy,niski,niski,wysoki,niski,niski,bardzo niska,Ruch w małym zakresie na początku; zatrzymać przy nasileniu bólu lub drętwieniu.,"Przyjmij pozycję wyjściową: leżąca na plecach z ugiętymi kolanami. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: delikatne opuszczanie kolan na boki z powrotem do środka. Wykonaj około 10-20 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch w małym zakresie na początku; zatrzymać przy nasileniu bólu lub drętwieniu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Wyprosty lędźwi na przedramionach,Lumbar Extensions on Forearms,Low Back Pain Exercises Level 2 – WWL NHS,mobilność,łatwy,leżąca na brzuchu,poduszka pod brzuch opcjonalnie,10,,lędźwie,uniesienie klatki piersiowej na przedramionach z rozluźnioną miednicą,nie,tak,nie,nie,opcjonalnie,ból dolnego odcinka kręgosłupa bez objawów alarmowych,ostre objawy ucisku korzeni; brak zgody lekarza,odtworzenie wyprostu w odcinku lędźwiowym i zmniejszenie sztywności,niski,niski,średni,niski,średni,niska,Unikać bólu promieniującego do nóg; oddychać swobodnie; nie napinać karku.,"Przyjmij pozycję wyjściową: leżąca na brzuchu. Przygotuj sprzęt: poduszka pod brzuch opcjonalnie. Następnie wykonuj ruch główny: uniesienie klatki piersiowej na przedramionach z rozluźnioną miednicą. Wykonaj około 10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Unikać bólu promieniującego do nóg; oddychać swobodnie; nie napinać karku.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Most lędźwiowy,Double Leg Bridge,Lower-back strengthening exercises – patient advice sheet; LBP level 2,siła_postura,łatwy,leżąca na plecach z ugiętymi kolanami,mata lub łóżko,10-15,,pośladki; lędźwie,unoszenie miednicy z utrzymaniem neutralnego kręgosłupa,nie,tak,nie,nie,opcjonalnie,ból dolnego odcinka kręgosłupa; osłabienie pośladków,ostry ból przy każdym ruchu; niestabilność kręgosłupa; brak zgody lekarza,wzmocnienie pośladków i stabilizacja lędźwi,niski,wysoki,średni,niski,wysoki,niska,Nie wyginać nadmiernie lędźwi; aktywować mięśnie brzucha.,"Przyjmij pozycję wyjściową: leżąca na plecach z ugiętymi kolanami. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: unoszenie miednicy z utrzymaniem neutralnego kręgosłupa. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie wyginać nadmiernie lędźwi; aktywować mięśnie brzucha.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozciąganie w kocim-grzbiecie,Cat-Camel,Low back pain exercise leaflets (NHS trusts),mobilność,łatwy,klęcząca podparta,karimata lub mata,10-15,,lędźwie; piersiowy,naprzemienne zaokrąglanie i prostowanie kręgosłupa w podporze,nie,nie,nie,nie,tak,ból dolnego odcinka kręgosłupa bez objawów alarmowych,ostry ból kolan uniemożliwiający klęk; brak zgody lekarza,ogólne rozluźnienie i poprawa ruchomości kręgosłupa,niski,niski,wysoki,niski,niski,niska,Ruch płynny; nie wykonywać gwałtownych przeskoków; unikać pozycji wyraźnie nasilających ból.,"Przyjmij pozycję wyjściową: klęcząca podparta. Przygotuj sprzęt: karimata lub mata. Następnie wykonuj ruch główny: naprzemienne zaokrąglanie i prostowanie kręgosłupa w podporze. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch płynny; nie wykonywać gwałtownych przeskoków; unikać pozycji wyraźnie nasilających ból.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Przyciąganie kolana do klatki piersiowej w leżeniu,Knee to Chest Stretch,Low back pain – Oxford University Hospitals; Royal Berkshire LBP leaflet,rozciąganie,łatwy,leżąca na plecach z ugiętymi kolanami,mata lub łóżko,5-10 na nogę,10-20,lędźwie; pośladki,przyciąganie jednego kolana w kierunku klatki piersiowej,nie,tak,nie,nie,opcjonalnie,ból dolnego odcinka kręgosłupa; napięte pośladki,ostry ból biodra; brak zgody lekarza,rozciągnięcie mięśni pośladkowych i rozluźnienie lędźwi,niski,niski,wysoki,niski,niski,bardzo niska,Nie odrywać przeciwnej nogi całkowicie od podłoża; rozciąganie bez bólu ostrego.,"Przyjmij pozycję wyjściową: leżąca na plecach z ugiętymi kolanami. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: przyciąganie jednego kolana w kierunku klatki piersiowej. Wykonaj około 5-10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 10-20 sekund. Zwróć uwagę na bezpieczeństwo: Nie odrywać przeciwnej nogi całkowicie od podłoża; rozciąganie bez bólu ostrego.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Przysiad przy ścianie z piłką,Wall Squat with Ball,Lower-back strengthening exercises – patient advice sheet; LBP strengthening programmes,siła_postura,średni,stojąca plecami do ściany,duża piłka gimnastyczna,8-12,,uda; pośladki; lędźwie,ugięcie kolan z rolowaniem piłki po ścianie,opcjonalnie,nie,nie,tak,tak,ból dolnego odcinka kręgosłupa; osłabienie kończyn dolnych,ostry ból kolan; niestabilność kolan; brak zgody lekarza,wzmocnienie nóg i stabilizacja tułowia przy kontrolowanym zgięciu,średni,wysoki,niski,niski,średni,średni,Kolana nie przekraczają linii palców; utrzymywać napięty brzuch i neutralny kręgosłup.,"Przyjmij pozycję wyjściową: stojąca plecami do ściany. Przygotuj sprzęt: duża piłka gimnastyczna. Następnie wykonuj ruch główny: ugięcie kolan z rolowaniem piłki po ścianie. Wykonaj około 8-12 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Kolana nie przekraczają linii palców; utrzymywać napięty brzuch i neutralny kręgosłup.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Ptak-pies (bird dog) dla lędźwi,Bird Dog for Low Back Pain,LBP rehabilitation protocols; spine stability programmes,siła_postura,średni,klęcząca podparta,karimata lub mata,10 na stronę,,lędźwie; pośladki; obręcz barkowa,unoszenie przeciwległej ręki i nogi z utrzymaniem stabilnego tułowia,nie,nie,nie,nie,tak,ból dolnego odcinka kręgosłupa; słaby core,ostry ból przy każdym ruchu; brak zgody lekarza,stabilizacja tułowia i wzmocnienie mięśni przykręgosłupowych,średni,wysoki,niski,niski,wysoki,średni,Brzuch napięty; kręgosłup w linii prostej; nie unosić kończyn zbyt wysoko.,"Przyjmij pozycję wyjściową: klęcząca podparta. Przygotuj sprzęt: karimata lub mata. Następnie wykonuj ruch główny: unoszenie przeciwległej ręki i nogi z utrzymaniem stabilnego tułowia. Wykonaj około 10 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Brzuch napięty; kręgosłup w linii prostej; nie unosić kończyn zbyt wysoko.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód w miejscu z unoszeniem kolan,Marching on the Spot (LBP friendly),LBP advice sheets – wbudowane programy aktywności,siła_kardio,łatwy,stojąca,brak,30-60 sekund,,biodra; lędźwie; kończyny dolne,chodzenie w miejscu z umiarkowanym unoszeniem kolan,opcjonalnie,nie,nie,tak,tak,ból dolnego odcinka kręgosłupa bez objawów alarmowych,ciężka niewydolność krążeniowo-oddechowa; duże ryzyko upadku; brak zgody lekarza,łagodna poprawa wydolności i mobilności odcinka lędźwiowego,średni,średni,niski,średni,średni,niska,Zaczynać od krótkich interwałów; zapewnić ewentualne podparcie dla równowagi.,"Przyjmij pozycję wyjściową: stojąca. Następnie wykonuj ruch główny: chodzenie w miejscu z umiarkowanym unoszeniem kolan. Wykonaj około 30-60 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Zaczynać od krótkich interwałów; zapewnić ewentualne podparcie dla równowagi.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Wahadło barkowe bok-bok,Shoulder Pendulum Side-to-Side,Basic shoulder exercises – Leicestershire NHS; Arthritis UK shoulder leaflet,mobilność_bark,łatwy,stojąca pochylona w podporze,stół lub oparcie krzesła,30-60 sekund,,bark; obręcz barkowa,luźne kołysanie zwieszonej ręki na boki,opcjonalnie,nie,nie,tak,tak,ból barku; sztywność barku,ostry uraz barku; brak zgody lekarza,rozluźnienie mięśni barku i poprawa ruchomości w płaszczyźnie czołowej,niski,niski,średni,niski,niski,bardzo niska,Unikać aktywnego napinania barku; zakres powinien być bezbolesny lub z lekkim dyskomfortem.,"Przyjmij pozycję wyjściową: stojąca pochylona w podporze. Przygotuj sprzęt: stół lub oparcie krzesła. Następnie wykonuj ruch główny: luźne kołysanie zwieszonej ręki na boki. Wykonaj około 30-60 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Unikać aktywnego napinania barku; zakres powinien być bezbolesny lub z lekkim dyskomfortem.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Krążenia wahadłowe barku,Pendulum Circles,Shoulder range of motion exercises – Patient advice sheet; Arthritis UK shoulder pain,mobilność_bark,łatwy,stojąca pochylona w podporze,stół lub oparcie krzesła,60 sekund,,bark,okrężne ruchy zwieszonej ręki w obu kierunkach,opcjonalnie,nie,nie,tak,tak,ból barku; zamrożony bark,ostry ból barku w spoczynku; brak zgody lekarza,poprawa ogólnej ruchomości stawu barkowego jako rozgrzewka,niski,niski,wysoki,niski,niski,bardzo niska,Małe i kontrolowane krążenia; nie ciągnąć ramienia ręką zdrową.,"Przyjmij pozycję wyjściową: stojąca pochylona w podporze. Przygotuj sprzęt: stół lub oparcie krzesła. Następnie wykonuj ruch główny: okrężne ruchy zwieszonej ręki w obu kierunkach. Wykonaj około 60 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Małe i kontrolowane krążenia; nie ciągnąć ramienia ręką zdrową.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Aktywny wspomagany wyprost barku w leżeniu,Active Assisted Shoulder Flexion (supine),Shoulder range of motion exercises – Patient advice sheet,mobilność_bark,łatwy,leżąca na plecach,kij; laska lub miotła,10,,bark,unoszenie ramion nad głowę z pomocą drugiej ręki,nie,tak,nie,nie,opcjonalnie,ból barku; sztywność po unieruchomieniu,świeży uraz barku; brak zgody lekarza,odzyskanie zakresu zgięcia barku przy minimalnym obciążeniu,niski,niski,średni,niski,niski,bardzo niska,Ruch zgodnie z tolerancją bólu; nie wymuszać pełnego zakresu na początku.,"Przyjmij pozycję wyjściową: leżąca na plecach. Przygotuj sprzęt: kij; laska lub miotła. Następnie wykonuj ruch główny: unoszenie ramion nad głowę z pomocą drugiej ręki. Wykonaj około 10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch zgodnie z tolerancją bólu; nie wymuszać pełnego zakresu na początku.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Aktywny wspomagany wyprost barku przy ścianie,Active Assisted Shoulder Flexion (wall finger walk),Basic shoulder exercises – Leicestershire NHS,mobilność_bark,łatwy,stojąca przodem do ściany,ściana,10,,bark,wspinanie się palcami po ścianie w górę i w dół,opcjonalnie,nie,nie,tak,tak,ból barku; sztywność barku,ostry ból barku; brak zgody lekarza,stopniowe zwiększanie zakresu zgięcia w barku,niski,niski,średni,niski,niski,bardzo niska,Stać blisko ściany; unikać przeginania odcinka lędźwiowego.,"Przyjmij pozycję wyjściową: stojąca przodem do ściany. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: wspinanie się palcami po ścianie w górę i w dół. Wykonaj około 10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Stać blisko ściany; unikać przeginania odcinka lędźwiowego.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Izometryczne zgięcie barku przy ścianie,Isometric Shoulder Flexion,Shoulder strengthening exercises – Patient advice sheet,siła_bark,łatwy,stojąca przodem do ściany,ściana,10 powtórzeń po 10 sekund,,bark,pchanie pięścią w ścianę przy zgiętym łokciu,nie,nie,nie,tak,tak,przewlekły ból barku; osłabienie mięśni barku,ostry uraz barku; brak zgody lekarza,wzmacnianie przedniej części barku bez ruchu w stawie,niski,średni,niski,niski,średni,bardzo niska,Nie wstrzymywać oddechu; napięcie ma być umiarkowane.,"Przyjmij pozycję wyjściową: stojąca przodem do ściany. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: pchanie pięścią w ścianę przy zgiętym łokciu. Wykonaj około 10 powtórzeń po 10 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie wstrzymywać oddechu; napięcie ma być umiarkowane.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Izometryczne odwiedzenie barku przy ścianie,Isometric Shoulder Abduction,Shoulder strengthening exercises – Patient advice sheet,siła_bark,łatwy,stojąca bokiem do ściany,ściana,10 powtórzeń po 10 sekund,,bark,pchanie przedramieniem w bok przeciwko ścianie,nie,nie,nie,tak,tak,przewlekły ból barku; niestabilność łagodna,ostry uraz obrąbka; brak zgody lekarza,wzmacnianie mięśni odwodzących bark,niski,średni,niski,niski,średni,bardzo niska,Łokieć przy ciele; nie kompensować przechylaniem tułowia.,"Przyjmij pozycję wyjściową: stojąca bokiem do ściany. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: pchanie przedramieniem w bok przeciwko ścianie. Wykonaj około 10 powtórzeń po 10 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Łokieć przy ciele; nie kompensować przechylaniem tułowia.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Izometryczna rotacja zewnętrzna barku,Isometric External Rotation,Shoulder strengthening exercises – Patient advice sheet; Shoulder strengthening NHS,siła_bark,łatwy,stojąca bokiem do ściany,ściana,10 powtórzeń po 10 sekund,,bark,docisk grzbietu dłoni do ściany przy zgiętym łokciu,nie,nie,nie,tak,tak,przewlekły ból barku; osłabienie stożka rotatorów,ostry uraz barku; brak zgody lekarza,wzmacnianie rotatorów zewnętrznych barku,niski,średni,niski,niski,średni,bardzo niska,Utrzymywać łokieć przy boku; nie przekręcać tułowia.,"Przyjmij pozycję wyjściową: stojąca bokiem do ściany. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: docisk grzbietu dłoni do ściany przy zgiętym łokciu. Wykonaj około 10 powtórzeń po 10 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Utrzymywać łokieć przy boku; nie przekręcać tułowia.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Izometryczna rotacja wewnętrzna barku,Isometric Internal Rotation,Shoulder strengthening exercises – Patient advice sheet,siła_bark,łatwy,stojąca w drzwiach,framuga drzwi,10 powtórzeń po 10 sekund,,bark,docisk dłoni do futryny do wewnątrz,nie,nie,nie,tak,tak,przewlekły ból barku; niestabilność łagodna,ostry uraz barku; brak zgody lekarza,wzmacnianie rotatorów wewnętrznych barku,niski,średni,niski,niski,średni,bardzo niska,Pilnować neutralnej postawy; nie przyciskać barku do ucha.,"Przyjmij pozycję wyjściową: stojąca w drzwiach. Przygotuj sprzęt: framuga drzwi. Następnie wykonuj ruch główny: docisk dłoni do futryny do wewnątrz. Wykonaj około 10 powtórzeń po 10 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Pilnować neutralnej postawy; nie przyciskać barku do ucha.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód bokiem przy ścianie,Sideways Walking,NHS Balance exercises for older people; Exercises for older people booklet,równowaga_dyn,łatwy,stojąca przy ścianie,ściana lub blat kuchenny,10 kroków w każdą stronę,,biodra; kostki,kontrolowany chód bokiem ze stopami złączonymi,tak,nie,nie,tak,tak,zaburzenia równowagi; profilaktyka upadków,ostre zawroty głowy; duże ryzyko upadku bez asekuracji,trenowanie dynamicznej równowagi w płaszczyźnie czołowej,wysoki,niski,niski,niski,średni,niska,Trzymać się podparcia według potrzeby; małe kroki zwiększają trudność.,"Przyjmij pozycję wyjściową: stojąca przy ścianie. Przygotuj sprzęt: ściana lub blat kuchenny. Następnie wykonuj ruch główny: kontrolowany chód bokiem ze stopami złączonymi. Wykonaj około 10 kroków w każdą stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Trzymać się podparcia według potrzeby; małe kroki zwiększają trudność.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód w linii pięta-palce,Heel-to-Toe Walk,NHS balance exercises; Exercises for older people (heel to toe),równowaga_dyn,średni,stojąca przy ścianie,ściana lub poręcz,5-10 kroków,,biodra; stopy,stawianie stóp w jednej linii pięta-przedstopie,tak,nie,nie,tak,tak,zaburzenia równowagi; niestabilny chód,duże ryzyko upadku bez asekuracji; ciężka neuropatia czuciowa,ćwiczenie równowagi w wąskiej podstawie podparcia,wysoki,niski,niski,niski,średni,niska,Patrzeć przed siebie; w razie potrzeby lekko dotykać ściany palcami dla asekuracji.,"Przyjmij pozycję wyjściową: stojąca przy ścianie. Przygotuj sprzęt: ściana lub poręcz. Następnie wykonuj ruch główny: stawianie stóp w jednej linii pięta-przedstopie. Wykonaj około 5-10 kroków powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Patrzeć przed siebie; w razie potrzeby lekko dotykać ściany palcami dla asekuracji.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Stanie na jednej nodze przy ścianie,One-Leg Stand,NHS balance exercises – one-leg stand,równowaga_stat,średni,stojąca przodem do ściany,ściana,3 powtórzenia po 5-10 sekund na nogę,,biodra; kostki,utrzymanie pozycji na jednej nodze przy lekkim podparciu,tak,nie,nie,tak,tak,zaburzenia równowagi; profilaktyka upadków,duże ryzyko upadku; niestabilność stawu skokowego,trenowanie statycznej równowagi na jednej nodze,wysoki,niski,niski,niski,średni,niska,Zawsze stać blisko ściany; w razie niepewności trzymać jedną rękę na ścianie.,"Przyjmij pozycję wyjściową: stojąca przodem do ściany. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: utrzymanie pozycji na jednej nodze przy lekkim podparciu. Wykonaj około 3 powtórzenia po 5-10 sekund na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Zawsze stać blisko ściany; w razie niepewności trzymać jedną rękę na ścianie.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód po linii z asekuracją,Grapevine / Simple Grapevine,NHS balance exercises – Simple grapevine,równowaga_dyn,średni,stojąca przy ścianie,ściana,5-10 kroków na stronę,,biodra; kolana,chodzenie bokiem z krzyżowaniem nóg (grapevine),tak,nie,nie,tak,tak,zaburzenia równowagi; trening koordynacji,duże ryzyko upadku; ciężkie zaburzenia przedsionkowe,ćwiczenie koordynacji i równowagi przy zmianie ustawienia stóp,wysoki,niski,niski,niski,średni,średni,Robić małe kroki; w razie potrzeby opierać palce o ścianę.,"Przyjmij pozycję wyjściową: stojąca przy ścianie. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: chodzenie bokiem z krzyżowaniem nóg (grapevine). Wykonaj około 5-10 kroków na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Robić małe kroki; w razie potrzeby opierać palce o ścianę.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Step-up na schodek z poręczą,Step Up with Support,NHS balance exercises – Step up; Otago step-up,siła_równowaga,średni,stojąca przed niskim stopniem,niski stopień; poręcz lub blat,10 na nogę,,uda; pośladki; łydki,wchodzenie i schodzenie ze stopnia z asekuracją,tak,nie,nie,tak,tak,osłabienie kończyn dolnych; profilaktyka upadków,ostry ból kolan lub bioder; duże ryzyko upadku,poprawa siły nóg i równowagi przy zmianach poziomów,wysoki,wysoki,niski,średni,średni,średni,Trzymać się poręczy; wykonywać ruch wolno i kontrolowanie.,"Przyjmij pozycję wyjściową: stojąca przed niskim stopniem. Przygotuj sprzęt: niski stopień; poręcz lub blat. Następnie wykonuj ruch główny: wchodzenie i schodzenie ze stopnia z asekuracją. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Trzymać się poręczy; wykonywać ruch wolno i kontrolowanie.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód tyłem z podparciem,Backwards Walking Supported,Otago Strength and Balance – backwards walking; Oxford Otago booklet,równowaga_dyn,średni,stojąca przy blacie,blat kuchenny lub poręcz,do 10 kroków w tył,,biodra; stopy,chodzenie tyłem wzdłuż podparcia,tak,nie,nie,tak,tak,zaburzenia równowagi; trening reakcji równoważnych,duże ryzyko potknięcia; brak możliwości asekuracji,ćwiczenie kontroli kroku w tył i reakcji równoważnych,wysoki,niski,niski,niski,średni,niska,Patrzeć przed siebie i kontrolować otoczenie przed rozpoczęciem; zawsze trzymać jedną rękę na podparciu.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat kuchenny lub poręcz. Następnie wykonuj ruch główny: chodzenie tyłem wzdłuż podparcia. Wykonaj około do 10 kroków w tył powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Patrzeć przed siebie i kontrolować otoczenie przed rozpoczęciem; zawsze trzymać jedną rękę na podparciu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód na palcach z podparciem,Toe Walking Supported,Otago Strength and Balance – toe walking; Oxford Otago pdf,równowaga_dyn,średni,stojąca przy blacie,blat kuchenny,do 10 kroków,,łydki; stopy,chód na palcach wzdłuż podparcia,tak,nie,nie,tak,tak,zaburzenia równowagi; osłabienie łydek,ostre bóle stóp; ciężka neuropatia; brak zgody lekarza,wzmocnienie łydek i poprawa równowagi przy wąskiej podstawie,wysoki,średni,niski,niski,średni,niska,Trzymać się podparcia; małe kroki; w razie bólu stóp ograniczyć czas.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat kuchenny. Następnie wykonuj ruch główny: chód na palcach wzdłuż podparcia. Wykonaj około do 10 kroków powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Trzymać się podparcia; małe kroki; w razie bólu stóp ograniczyć czas.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Chód na piętach z podparciem,Heel Walking Supported,Otago Exercise Programme – ankle dorsiflexor (toe raises) adaptacja,równowaga_dyn,średni,stojąca przy blacie,blat kuchenny,do 10 kroków,,przednie golenie; stopy,chód na piętach wzdłuż podparcia,tak,nie,nie,tak,tak,zaburzenia równowagi; osłabienie zginaczy grzbietowych stopy,ostre bóle pięt; ciężka neuropatia; brak zgody lekarza,wzmocnienie zginaczy grzbietowych stopy i poprawa kontroli stawiania stopy,wysoki,średni,niski,niski,średni,niska,Trzymać się blatu; unikać dużych kroków; ćwiczenie wykonywać na stabilnym podłożu.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat kuchenny. Następnie wykonuj ruch główny: chód na piętach wzdłuż podparcia. Wykonaj około do 10 kroków powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Trzymać się blatu; unikać dużych kroków; ćwiczenie wykonywać na stabilnym podłożu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siad-stań wielokrotny z asekuracją,Repeated Sit to Stand (Falls Prevention),Otago knee strengthening; Strength and balance exercise booklets,siła_równowaga,średni,siedząca na krześle,stabilne krzesło,8-15,,uda; pośladki,wielokrotne wstawanie i siadanie z krzesła bez użycia rąk jeśli możliwe,tak,nie,tak,tak,tak,słabość kończyn dolnych; profilaktyka upadków,ostry ból kolan; ciężka niewydolność krążeniowo-oddechowa; brak zgody lekarza,poprawa siły funkcjonalnej nóg i zdolności wstawania,średni,wysoki,niski,średni,średni,średni,Krzesło dosunąć do ściany; w razie potrzeby używać rąk lub podwyższenia siedziska.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: wielokrotne wstawanie i siadanie z krzesła bez użycia rąk jeśli możliwe. Wykonaj około 8-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Krzesło dosunąć do ściany; w razie potrzeby używać rąk lub podwyższenia siedziska.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
